2017-12-28 09:58:59,269 | [64] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:55:05,654 | [10] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:55:05,663 | [10] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:55:05,670 | [10] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:55:05,685 | [10] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:55:05,704 | [10] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:55:05,717 | [10] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:55:05,732 | [10] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:55:05,746 | [10] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:55:05,754 | [10] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:55:05,765 | [10] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:55:05,774 | [10] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:57:13,228 | [9] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:57:13,235 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:57:13,241 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:57:13,253 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:57:13,268 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:57:13,290 | [9] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:57:13,314 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:57:13,324 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:57:13,335 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:57:13,347 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:57:13,356 | [9] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:57:29,589 | [8] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:57:29,597 | [8] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:57:29,603 | [8] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:57:29,612 | [8] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:57:29,620 | [8] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:57:29,630 | [8] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:57:29,640 | [8] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:57:29,651 | [8] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:57:29,661 | [8] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:57:29,669 | [8] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:57:29,679 | [8] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:57:34,348 | [9] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:57:34,356 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:57:34,366 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:57:34,375 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:57:34,387 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:57:34,399 | [9] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:57:34,421 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:57:34,430 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:57:34,438 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:57:34,455 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:57:34,472 | [9] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:58:02,778 | [9] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:58:02,788 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:58:02,798 | [9] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:58:02,808 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:58:02,821 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:58:02,842 | [9] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:58:02,856 | [9] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:58:02,865 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:58:02,875 | [9] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:58:02,887 | [9] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:58:02,896 | [9] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:58:45,447 | [8] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:58:45,456 | [8] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:58:45,468 | [8] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:58:45,478 | [8] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:58:45,487 | [8] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:58:45,497 | [8] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:58:45,511 | [8] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:58:45,522 | [8] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:58:45,536 | [8] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:58:45,547 | [8] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:58:45,553 | [8] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 10:59:39,941 | [7] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 10:59:39,951 | [7] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 10:59:39,961 | [7] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 10:59:39,971 | [7] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 10:59:39,986 | [7] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 10:59:39,998 | [7] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 10:59:40,010 | [7] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 10:59:40,023 | [7] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 10:59:40,034 | [7] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 10:59:40,050 | [7] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 10:59:40,059 | [7] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:00:11,001 | [4] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:00:11,012 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:00:11,020 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:00:11,030 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:00:11,040 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:00:11,050 | [4] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:00:11,061 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:00:11,073 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:00:11,083 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:00:11,097 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:00:11,130 | [4] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:01:24,167 | [4] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:01:24,176 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:01:24,184 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:01:24,194 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:01:24,203 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:01:24,214 | [4] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:01:24,226 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:01:24,245 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:01:24,254 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:01:24,263 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:01:24,270 | [4] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:02:22,827 | [4] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:02:22,840 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:02:22,852 | [4] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:02:22,863 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:02:22,886 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:02:22,905 | [4] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:02:22,915 | [4] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:02:22,942 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:02:22,951 | [4] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:02:22,975 | [4] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:02:22,984 | [4] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:04:16,166 | [20] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:04:16,174 | [20] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:04:16,184 | [20] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:04:16,193 | [20] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:04:16,211 | [20] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:04:16,227 | [20] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:04:16,241 | [20] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:04:16,253 | [20] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:04:16,267 | [20] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:04:16,282 | [20] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:04:16,291 | [20] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:04:55,380 | [21] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:04:55,389 | [21] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:04:55,397 | [21] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:04:55,407 | [21] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:04:55,416 | [21] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:04:55,428 | [21] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:04:55,442 | [21] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:04:55,456 | [21] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:04:55,466 | [21] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:04:55,478 | [21] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:04:55,485 | [21] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:05:33,828 | [24] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:05:33,837 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:05:33,844 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:05:33,854 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:05:33,864 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:05:33,873 | [24] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:05:33,886 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:05:33,900 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:05:33,916 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:05:33,952 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:05:33,964 | [24] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:05:56,190 | [21] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:05:56,199 | [21] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:05:56,209 | [21] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:05:56,217 | [21] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:05:56,227 | [21] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:05:56,238 | [21] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:05:56,254 | [21] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:05:56,267 | [21] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:05:56,282 | [21] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:05:56,294 | [21] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:05:56,302 | [21] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:08:33,388 | [24] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:08:33,407 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:08:33,438 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:08:33,447 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:08:33,458 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:08:33,474 | [24] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:08:33,488 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:08:33,499 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:08:33,510 | [24] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:08:33,520 | [28] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:08:33,538 | [28] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:08:33,540 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:08:33,569 | [24] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:08:33,590 | [28] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:08:33,633 | [28] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:08:33,662 | [28] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:08:33,672 | [28] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:08:33,683 | [28] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:08:33,696 | [28] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:08:33,715 | [28] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:08:33,777 | [28] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:08:33,793 | [28] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:09:48,542 | [25] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:09:48,555 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:09:48,570 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:09:48,603 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:09:48,620 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:09:48,636 | [25] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Account_VerifyLoginCreds' object created...
2017-12-28 11:09:48,651 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:09:48,665 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:09:48,677 | [25] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-28 11:09:48,690 | [25] | DefaultLogger | INFO  - Parameter: Name: @UserName, Direction: In, DataType: String, Value: MLI, Size: -1
2017-12-28 11:09:48,703 | [25] | DefaultLogger | INFO  - Parameter: Name: @Password, Direction: In, DataType: String, Value: pSzNwXpUIzJCzksJOPo62w==, Size: -1
2017-12-28 11:09:48,715 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:09:48,782 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:09:48,796 | [25] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:09:56,920 | [25] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:09:56,927 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:09:56,935 | [25] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:09:56,944 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:09:56,956 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:09:56,968 | [25] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-28 11:09:56,976 | [25] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-28 11:09:56,986 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-28 11:09:56,995 | [25] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-28 11:09:57,018 | [25] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-28 11:09:57,030 | [25] | DefaultLogger | DEBUG - Connection closed...
2017-12-28 11:10:16,874 | [24] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-28 11:10:16,884 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-28 11:10:16,895 | [24] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-28 11:10:16,904 | [24] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-28 11:10:16,915 | [24] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-28 11:10:16,925 | [24] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
