2017-12-31 09:49:37,814 | [176] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:00:00,923 | [193] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:00:00,931 | [193] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:00:00,939 | [193] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:00:00,948 | [193] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:00:00,957 | [193] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:00:00,972 | [193] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:00:00,996 | [193] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:00:01,004 | [193] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:00:57,812 | [193] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:00:57,826 | [193] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:00:57,835 | [193] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:00:57,845 | [193] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:00:57,858 | [193] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:00:57,873 | [193] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:00:57,884 | [193] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:00:57,906 | [193] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:00:57,924 | [193] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:00:57,942 | [193] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:00:57,954 | [193] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:02:00,045 | [195] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:02:00,054 | [195] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:02:00,063 | [195] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:02:00,073 | [195] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:02:00,082 | [195] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:02:00,093 | [195] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:02:00,105 | [195] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:02:00,130 | [195] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:02:00,142 | [195] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:02:00,156 | [195] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:02:00,167 | [195] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:03:54,199 | [195] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:03:54,208 | [195] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:03:54,218 | [195] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:03:54,226 | [195] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:03:54,240 | [195] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:03:54,266 | [195] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:03:54,281 | [195] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:03:54,291 | [195] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:03:54,302 | [195] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:03:54,374 | [195] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:03:54,387 | [195] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:05:12,805 | [196] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:05:12,818 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:05:12,831 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:05:12,840 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:05:12,851 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:05:12,864 | [196] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:05:12,881 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:05:12,901 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:05:12,915 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:05:12,938 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:05:12,952 | [196] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:05:19,394 | [196] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:05:19,404 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:05:19,416 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:05:19,430 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:05:19,439 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:05:19,453 | [196] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:05:19,464 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:05:19,474 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:05:19,484 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:05:19,527 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:05:19,538 | [196] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:05:48,291 | [196] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:05:48,299 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:05:48,310 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:05:48,320 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:05:48,329 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:05:48,342 | [196] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:05:48,364 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:05:48,375 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:05:48,391 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:05:48,409 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:05:48,416 | [196] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:07:21,892 | [197] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:07:21,905 | [197] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:07:21,916 | [197] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:07:21,926 | [197] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:07:21,935 | [197] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:07:21,950 | [197] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:07:21,964 | [197] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:07:21,973 | [197] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:07:21,986 | [197] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:07:22,035 | [197] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:07:22,045 | [197] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:08:11,562 | [196] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:08:11,571 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:08:11,580 | [196] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:08:11,589 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:08:11,598 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:08:11,610 | [196] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:08:11,625 | [196] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:08:11,640 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:08:11,649 | [196] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:08:11,671 | [196] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:08:11,680 | [196] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:11:37,262 | [199] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:11:37,274 | [199] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:11:37,480 | [199] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:11:37,494 | [199] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:11:37,507 | [199] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:11:37,525 | [199] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:11:37,539 | [199] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:11:37,552 | [199] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:11:37,564 | [199] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:11:37,593 | [199] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:11:37,607 | [199] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:12:21,025 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:12:21,039 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:12:21,050 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:12:21,060 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:12:21,070 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:12:21,083 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:12:21,096 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:12:21,104 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:12:21,114 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:12:21,143 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:12:21,162 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:12:59,646 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:12:59,657 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:12:59,670 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:12:59,679 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:12:59,692 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:12:59,707 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:12:59,728 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:12:59,742 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:12:59,754 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:12:59,765 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:12:59,774 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:13:30,220 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:13:30,232 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:13:30,244 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:13:30,253 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:13:30,263 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:13:30,274 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:13:30,286 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:13:30,302 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:13:30,334 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:13:30,353 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:13:30,369 | [198] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:13:36,611 | [201] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:13:36,626 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:13:36,647 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:13:36,656 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:13:36,665 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:13:36,676 | [201] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:13:36,682 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:13:36,688 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:13:36,696 | [201] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:13:36,701 | [201] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:13:36,708 | [201] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-31 10:13:36,714 | [201] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:13:36,719 | [201] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-31 10:13:36,725 | [201] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:13:36,736 | [201] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:13:36,745 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:13:36,966 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:13:36,986 | [201] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:13:41,777 | [200] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:13:41,805 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:13:41,823 | [200] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:13:41,835 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:13:41,848 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:13:41,859 | [200] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:13:41,868 | [200] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:13:41,876 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:13:41,882 | [200] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:13:41,890 | [200] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:13:41,897 | [200] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:14:16,028 | [201] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:14:16,039 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:14:16,048 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:14:16,058 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:14:16,068 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:14:16,080 | [201] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetBuyerList' object created...
2017-12-31 10:14:16,087 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:14:16,094 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:14:16,101 | [201] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 6
2017-12-31 10:14:16,108 | [201] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
2017-12-31 10:14:16,116 | [201] | DefaultLogger | INFO  - Parameter: Name: @StartIndex, Direction: In, DataType: Int, Value: 1, Size: -1
2017-12-31 10:14:16,124 | [201] | DefaultLogger | INFO  - Parameter: Name: @PageSize, Direction: In, DataType: Int, Value: 2, Size: -1
2017-12-31 10:14:16,131 | [201] | DefaultLogger | INFO  - Parameter: Name: @BuyerCode, Direction: In, DataType: String, Value: , Size: 20
2017-12-31 10:14:16,137 | [201] | DefaultLogger | INFO  - Parameter: Name: @FirstName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:14:16,145 | [201] | DefaultLogger | INFO  - Parameter: Name: @LastName, Direction: In, DataType: String, Value: , Size: 100
2017-12-31 10:14:16,152 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:14:16,172 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Completed...
2017-12-31 10:14:16,179 | [201] | DefaultLogger | DEBUG - Connection closed...
2017-12-31 10:14:20,650 | [198] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:14:20,680 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:14:20,700 | [198] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:14:20,720 | [198] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:14:20,730 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:14:20,740 | [198] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_BuyerTypeList' object created...
2017-12-31 10:14:20,702 | [201] | DefaultLogger | DEBUG - DefaultDatabaseAccessFactory-> GetAppDatabase : SQLDatabaseAccess class instantiated...
2017-12-31 10:14:20,756 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection object instantiated...
2017-12-31 10:14:20,749 | [198] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:14:20,766 | [201] | DefaultLogger | DEBUG - OpenConnection: Connection opened...
2017-12-31 10:14:20,779 | [201] | DefaultLogger | DEBUG - ExecuteProcedure: Started...
2017-12-31 10:14:20,785 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Started...
2017-12-31 10:14:20,792 | [201] | DefaultLogger | INFO  - GetSqlCommand: Command 'P_Buyer_GetDetails' object created...
2017-12-31 10:14:20,771 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:14:20,804 | [198] | DefaultLogger | DEBUG - AddCommandParameters: Completed...
2017-12-31 10:14:20,799 | [201] | DefaultLogger | DEBUG - GetSqlCommand: Completed...
2017-12-31 10:14:20,818 | [201] | DefaultLogger | DEBUG - AddCommandParameters: Started...
2017-12-31 10:14:20,823 | [201] | DefaultLogger | INFO  - AddCommandParameters: parameter count - 2
2017-12-31 10:14:20,828 | [201] | DefaultLogger | INFO  - Parameter: Name: @BuyerID, Direction: In, DataType: Int, Value: 28, Size: -1
2017-12-31 10:14:20,834 | [201] | DefaultLogger | INFO  - Parameter: Name: @ClientID, Direction: In, DataType: Int, Value: 162236, Size: -1
